emp_id,age,experience_yrs,salary_inr,rating,attendance_pct
1275.0,39.0,7.3,650485.0,3.5,90.5
1199.0,28.0,10.1,324641.0,3.2,91.0
1086.0,31.0,10.2,771506.0,3.6,99.1
1379.0,36.0,4.1,529142.0,2.0,96.8
1194.0,20.0,13.6,615473.0,3.7,91.9
1133.0,25.0,8.7,544195.0,3.4,94.2
1260.0,33.0,6.4,426586.0,2.6,91.2
1313.0,38.0,13.2,650485.0,2.0,94.2
1300.0,31.0,12.7,670864.0,3.8,87.9
1273.0,28.0,6.5,471763.0,2.7,85.6
1018.0,40.0,10.2,555018.0,3.4,91.5
1057.0,27.0,6.0,678488.0,3.2,83.4
1237.0,46.0,12.7,726192.0,3.1,97.6
1398.0,18.0,2.5,650485.0,3.7,83.2
1129.0,18.0,7.2,488604.0,3.8,93.7
1068.0,32.0,0.0,705438.0,4.1,98.6
1281.0,25.0,9.4,463516.0,4.2,88.8
1316.0,44.0,6.5,422643.0,4.0,93.8
1042.0,39.0,4.5,598213.0,3.1,90.11737913486004
1214.0,28.0,5.7,785884.0,3.7,105.6
1248.0,31.0,3.1,814092.0,2.8,89.3
1164.0,27.0,0.7,669777.0,3.9,91.1
1378.0,37.0,10.5,717256.0,3.2,89.7
1045.0,25.0,10.6,686761.0,3.8,98.4
1215.0,13.0,7.9,546909.0,2.8,0.0
1017.0,47.0,13.2,357853.0,3.2,92.8
1386.0,26.0,2.8,47186.0,4.2,90.11737913486004
1203.0,31.134164556962023,0.0,765042.0,3.6,93.2
1201.0,28.0,0.7,628168.0962226278,2.4,90.4
1225.0,32.0,3.8,611933.0,3.404239401496259,96.6
1168.0,35.0,4.1,816330.0,3.6,88.3
1353.0,26.0,12.9,647635.0,3.7,91.1
1015.0,43.0,13.7,244830.0,3.7,97.5
1107.0,22.0,6.2,440212.0,3.4,90.8
1094.0,26.0,10.2,326748.0,3.3,81.2
1257.0,24.0,3.1,707442.0,3.3,85.5
1385.0,34.0,6.5,526503.0,3.0,98.6
1176.0,40.0,6.5,574818.0,2.5,91.3
1140.0,28.0,5.9,725955.0,4.5,94.7
1103.0,31.0,4.1,277143.0,3.0,85.8
1325.0,39.0,5.5,553869.0,2.6,83.1
1290.0,19.0,9.2,729775.0,2.6,95.0
1351.0,29.0,2.0,458697.0,2.6,93.2
1025.0,31.0,6.5,437960.0,3.0,95.6
1293.0,42.0,7.6,568568.0,3.8,90.9
1270.0,38.0,5.2,542717.0,3.8,0.0
1296.0,32.0,13.2,406340.0,2.5,92.9
1364.0,39.0,9.8,392008.0,4.3,82.7
1283.0,17.0,2.7,561436.0,3.1,94.5
1212.0,31.0,10.3,493470.0,3.2,91.7
1172.0,28.0,11.5,814427.0,3.6,93.0
1340.0,34.0,9.0,282732.0,4.0,97.7
1302.0,37.0,4.4,497531.0,3.8,91.6
1010.0,38.0,9.9,314242.0,2.7,103.6
1217.0,28.0,5.2,569631.0,2.7,86.5
1020.0,41.0,9.8,530045.0,4.0,97.3
1195.0,31.0,3.6,596216.0,3.6,89.1
1236.0,36.0,0.0,718605.0,3.6,96.2
1054.0,23.0,9.0,626076.0,1.4,83.6
1269.0,26.0,17.6,394502.0,4.1,85.0
1299.0,36.0,7.3,628168.0962226278,3.8,96.6
1295.0,27.0,6.7,562333.0,3.1,103.4
1158.0,23.0,7.0,592061.0,3.8,85.9
1147.0,28.0,5.5,790610.0,2.4,102.7
1106.0,11.0,11.0,603681.0,2.7,106.9
1188.0,30.0,4.6,816812.0,3.0,97.8
1389.0,28.0,14.3,736114.0,3.4,103.4
1184.0,31.0,8.5,449251.0,2.4,90.11737913486004
1392.0,31.0,5.2,652878.0,3.4,93.4
1276.0,27.0,9.7,788557.0,2.1,87.3
1197.0,36.0,5.0,765057.0,3.3,84.4
1141.0,34.0,7.2,353849.0,3.5,94.5
1374.0,34.0,18.6,490186.0,3.404239401496259,92.1
1155.0,40.0,6.5,719166.0,2.9,96.7
1352.0,35.0,3.7,502378.0,2.6,85.9
1134.0,32.0,10.2,643486.0,2.7,90.5
1064.0,28.0,2.0,676171.0,2.9,87.7
1178.0,22.0,7.6,230579.0,3.3,103.3
1250.0,30.921518987341774,5.7,566975.0,2.9,99.0
1104.0,42.0,5.2,523950.0,3.3,87.4
1314.0,24.0,6.8,656781.0,3.5,91.1
1145.0,34.0,7.6,596741.0,3.8,94.2
1307.0,37.0,9.2,618803.0,3.1,83.3
1362.0,33.0,6.5,669191.0,3.1,91.5
1278.0,33.0,4.4,378100.0,4.3,90.9
1046.0,30.0,8.0,576014.0,9.8,94.6
1221.0,36.0,9.1,612478.0,3.2,84.4
1308.0,35.0,3.5,541926.0,3.9,83.6
1323.0,29.0,2.1,789393.0,4.3,90.11737913486004
1061.0,27.0,6.3,778626.0,3.7,90.0
1390.0,30.0,5.2,366350.0,5.1,98.0
1137.0,18.0,6.2,652579.0,3.3,92.2
1073.0,37.0,0.0,631799.0,2.7,99.2
1301.0,41.0,1.8,403355.0,2.9,92.9
1312.0,35.0,7.7,426149.0,2.7,94.0
1246.0,35.0,8.0,385564.0,4.4,84.8
1171.0,31.134164556962023,4.9,655872.0,4.1,99.5
1047.0,22.0,2.0,399530.0,1.7,94.9
1244.0,29.0,8.1,785917.0,2.3,94.2
1150.0,30.921518987341774,11.7,500758.0,2.8,99.2
1161.0,36.0,12.1,651871.0,4.6,90.5
1072.0,25.0,0.0,716120.0,3.3,87.3
1255.0,39.0,4.4,700161.0,4.0,93.9
1112.0,26.0,7.1,564917.0,3.6,99.7
1153.0,29.0,8.0,739057.0,4.3,89.7
1069.0,32.0,10.8,693708.0,3.7,90.1
1218.0,26.0,8.8,635080.0,3.8,93.2
1080.0,29.0,2.0,597513.0,3.0,84.8
1074.0,31.0,11.6,770069.0,4.3,101.4
1159.0,28.0,1.8,627274.0,2.9,91.9
1162.0,26.0,6.5,551011.0,2.7,108.8
1174.0,35.0,2.9,379713.0,2.8,91.2
1233.0,42.0,5.9,628168.0962226278,4.4,88.3
1211.0,18.0,6.3,453195.0,3.8,89.0
1125.0,41.0,10.7,488851.0,3.4,83.5
1041.0,30.921518987341774,0.0,650485.0,3.5,82.3
1079.0,30.0,8.2,497981.0,3.1,101.8
1268.0,31.0,8.6,710486.0,2.1,94.3
1391.0,42.0,6.324574209245743,747575.0,3.5,81.5
1348.0,25.0,6.5,528588.0,3.2,98.5
1051.0,30.0,1.2,649044.0,3.9,88.0
1163.0,31.0,7.8,470359.0,4.2,92.4
1243.0,33.0,5.6,614072.0,3.0,87.2
1333.0,37.0,4.1,311823.0,3.404239401496259,87.4
1222.0,32.0,7.1,769808.0,4.9,88.6
1286.0,18.0,0.0,484894.0,4.7,104.4
1062.0,33.0,7.5,398062.0,2.6,84.8
1223.0,28.0,2.1,586645.0,3.3,108.3
1264.0,34.0,2.7,767880.0,2.8,98.5
1119.0,25.0,8.2,675006.0,3.7,88.6
1297.0,32.0,0.0,758226.0,3.4,104.3
1110.0,44.0,4.8,556913.0,3.6,89.8
1065.0,37.0,7.9,688278.0,4.1,94.8
1090.0,30.0,9.4,665235.0,3.404239401496259,94.6
1002.0,43.0,3.8,457491.0,1.8,86.6
1387.0,30.0,0.4,526014.0,1.9,88.6
1373.0,34.0,7.6,733408.0,3.4,85.6
1092.0,39.0,5.5,548213.0,3.0,91.6
1091.0,20.0,11.9,651687.0,4.5,96.2
1204.0,27.0,7.3,468110.0,3.3,98.5
1139.0,41.0,12.0,192158.0,2.2,89.2
1034.0,39.0,4.1,538068.0,5.2,88.1
1012.0,36.0,9.9,807604.0,3.9,93.3
1193.0,37.0,4.6,330295.0,3.6,90.1
1183.0,38.0,4.4,655881.0,4.8,89.3
1343.0,29.0,2.4,615717.0,4.7,96.8
1078.0,42.0,6.7,650485.0,3.5,95.8
1032.0,26.0,0.0,636276.0,4.0,86.3
1280.0,34.0,8.4,753077.0,3.7,88.4
1366.0,44.0,4.2,653828.0,3.6,99.7
1124.0,35.0,0.0,486529.0,4.2,92.3
1256.0,39.0,8.3,435800.0,4.7,93.3
1165.0,30.921518987341774,3.9,659124.0,3.0,90.0
1143.0,29.0,0.0,662757.0,4.0,86.6
1213.0,33.0,0.6,650485.0,3.8,87.9
1324.0,28.0,7.5,708789.0,3.2,104.0
1266.0,42.0,2.4,407818.0,4.8,93.2
1262.0,25.0,8.4,676155.0,2.8,82.9
1031.0,35.0,0.0,628168.0962226278,4.0,90.11737913486004
1360.0,29.0,8.9,522263.0,3.2,103.5
1011.0,36.0,8.2,608003.0,3.7,93.6
1231.0,35.0,5.9,299971.0,3.404239401496259,105.1
1289.0,31.0,9.5,545983.0,2.6,94.7
1240.0,29.0,5.3,712245.0,4.0,97.6
1132.0,24.0,13.5,672042.0,3.3,92.7
1287.0,28.0,10.9,214391.0,2.7,94.9
1342.0,30.0,5.6,628168.0962226278,2.9,90.3
1206.0,39.0,11.0,790025.0,2.6,95.1
1156.0,28.0,2.9,665055.0,4.0,90.9
1241.0,22.0,8.2,714010.0,3.4,96.6
1099.0,30.0,2.7,721710.0,3.0,96.7
1230.0,30.921518987341774,6.9,805095.0,3.4,101.8
1329.0,43.0,5.6,483246.0,3.6,103.1
1337.0,37.0,9.1,583492.0,3.2,91.3
1242.0,23.0,6.2,809244.0,3.5,90.9
1027.0,33.0,0.0,740742.0,4.3,88.8
1067.0,32.0,8.2,280188.0,3.4,90.11737913486004
1071.0,28.0,12.6,492893.0,3.9,94.7
1144.0,36.0,6.5,228099.0,3.7,88.3
1033.0,24.0,8.4,600207.0,4.6,97.1
1039.0,34.0,1.0,695241.0,3.4,96.9
1053.0,42.0,11.6,460764.0,3.5,88.9
1154.0,30.921518987341774,3.2,617575.0,3.6,90.1
1076.0,33.0,7.2,468742.0,2.3,97.7
1210.0,22.0,12.9,209929.0,4.2,95.1
1044.0,38.0,10.8,648786.0,3.9,87.3
1022.0,34.0,15.1,402487.0,3.4,84.8
1056.0,20.0,8.2,634964.0,2.9,175.0
1055.0,40.0,6.5,630839.0,3.7,103.3
1148.0,22.0,0.0,766960.0,4.5,91.7
1394.0,30.0,0.0,491441.0,3.2,91.6
1341.0,34.0,3.2,476763.0,3.9,95.4
1208.0,33.0,0.0,460323.0,2.0,102.1
1220.0,24.0,2.1,680107.0,3.7,90.11737913486004
1291.0,40.0,12.1,694382.0,4.1,90.1
1332.0,25.0,6.0,812863.0,3.5,89.9
1271.0,35.0,2.5,694815.0,3.8,94.8
1081.0,33.0,5.4,383862.0,2.6,0.0
1263.0,29.0,9.7,627752.0,4.1,95.9
1227.0,30.921518987341774,6.1,471549.0,2.2,90.11737913486004
1294.0,28.0,3.2,107771.0,2.4,95.3
1152.0,31.0,8.6,368842.0,3.5,95.9
1238.0,30.0,2.6,328295.0,4.3,102.7
1120.0,32.0,0.9,593793.0,3.3,90.5
1330.0,39.0,8.4,685755.0,3.1,92.4
1261.0,39.0,0.0,655445.0,3.1,100.1
1395.0,24.0,9.9,649283.0,3.2,97.7
1370.0,25.0,4.0,696464.0,4.3,95.7
1388.0,36.0,8.7,551505.0,4.0,94.4
1328.0,33.0,7.8,390510.0,2.9,87.4
1397.0,30.0,3.8,772635.0,3.6,90.11737913486004
1100.0,39.0,8.4,779122.0,2.9,85.6
1192.0,43.0,6.5,802689.0,3.7,102.5
1229.0,20.0,3.0,540042.0,3.3,86.6
1377.0,44.0,0.9,430802.0,4.5,93.8
1304.0,33.0,18.7,735726.0,4.4,90.7
1007.0,26.0,12.8,522572.0,3.3,98.5
1309.0,32.0,7.8,722762.0,3.6,95.8
1179.0,29.0,0.0,262231.0,4.3,88.2
1131.0,27.0,8.4,724167.0,3.7,98.9
1259.0,30.0,3.7,313280.0,3.0,81.4
1029.0,27.0,1.0,228463.0,2.6,87.6
1298.0,36.0,3.4,482771.0,3.7,86.9
1274.0,34.0,6.9,816084.0,2.6,92.0
1021.0,36.0,1.6,687141.0,3.8,88.4
1052.0,30.921518987341774,7.6,732461.0,3.5,100.8
1088.0,39.0,5.3,808287.0,3.1,95.1
1235.0,30.0,14.4,492353.0,2.4,90.11737913486004
1138.0,25.0,10.3,625744.0,2.7,94.6
1345.0,42.0,7.5,554209.0,3.9,88.1
1320.0,35.0,7.6,551768.0,2.9,93.7
1167.0,27.0,10.6,629615.0,4.9,102.8
1117.0,41.0,15.2,584154.0,2.6,86.3
1182.0,36.0,11.2,578829.0,3.7,82.5
1363.0,35.0,11.5,316495.0,3.8,91.2
1189.0,24.0,6.4,727130.0,3.6,90.11737913486004
1319.0,25.0,6.9,650485.0,1.4,93.1
1272.0,29.0,4.1,657715.0,3.9,90.0
1070.0,29.0,5.6,592528.0,2.6,80.5
1048.0,31.0,9.6,597051.0,1.6,100.4
1306.0,31.0,5.6,813388.0,4.3,94.0
1253.0,31.0,2.6,547064.0,2.9,84.8
1024.0,32.0,7.4,529925.0,2.5,94.7
1396.0,30.921518987341774,10.8,699591.0,3.404239401496259,90.11737913486004
1180.0,33.0,4.1,229871.0,4.6,90.4
1205.0,39.0,12.4,481379.0,3.9,104.4
1361.0,34.0,7.4,451374.0,4.6,100.0
1075.0,31.0,6.6,650485.0,3.7,92.6
1232.0,28.0,13.7,627657.0,2.9,92.8
1186.0,25.0,5.9,513639.0,4.3,90.11737913486004
1111.0,35.0,4.8,403808.0,3.8,106.8
1036.0,31.0,5.4,320824.0,3.3,0.0
1384.0,29.0,11.6,662885.0,4.1,94.1
1331.0,34.0,8.3,549474.0,3.3,90.11737913486004
1224.0,34.0,7.8,422851.0,3.8,88.9
1355.0,38.0,6.3,659259.0,2.9,96.6
1004.0,44.0,8.6,697858.0,4.4,91.4
1303.0,34.0,6.8,545395.0,3.1,80.8
1239.0,26.0,11.6,376986.0,3.8,84.7
1399.0,24.0,3.0,749130.0,3.6,92.1
1317.0,25.0,7.3,612613.0,2.8,90.8
1252.0,34.0,2.7,668045.0,2.5,78.8
1292.0,22.0,8.4,584501.0,3.4,91.3
1028.0,43.0,7.0,816969.0,2.4,97.5
1282.0,28.0,1.4,638502.0,3.3,90.11737913486004
1093.0,30.0,7.4,568526.0,3.7,92.1
1371.0,15.0,3.7,580406.0,4.2,93.3
1376.0,29.0,7.9,530446.0,3.1,89.6
1369.0,35.0,6.8,604970.0,3.6,102.7
1365.0,30.0,5.1,474054.0,4.7,100.0
1114.0,32.0,5.6,650485.0,3.3,101.0
1151.0,36.0,6.1,776118.0,3.5,86.5
1130.0,21.0,3.7,196238.0,2.2,96.1
1305.0,31.0,2.8,338891.0,3.3,94.5
1318.0,40.0,10.5,625407.0,2.1,101.2
1358.0,39.0,4.2,592209.0,4.3,102.6
1311.0,30.0,4.9,650485.0,3.9,104.4
1190.0,24.0,6.3,802653.0,4.0,93.4
