Order ID,Order Date,Customer ID,Customer Type,Product,Category,Region,City,Quantity,Price Each,Discount,Sales,Payment Mode
ORD314593,"Nov 21, 2023",CUST20941,VIP,Hoodie,Fashion,West,Nashik,6.0,1961.74,0.15,10004.87,Credit Card
ORD303321,17/11/2023,CUST21490,Premium,Sports Shoes,Fashion,North,Delhi,4.0,3187.64,0.12,11220.49,UPI
ORD328231,2023-08-08,CUST20117,New,Marker Set,Stationery,North,Chandigarh,1.0,254.55,0.05,241.82,UPI
ORD314839,08/01/2023,CUST23990,Premium,Air Purifier,Home Appliances,West,Nashik,4.0,9300.46,0.1,33481.66,Credit Card
ORD302464,2023-08-26,CUST24470,,USB Cable,Electronics,East,Kolkata,1.0,498.18,0.03,483.23,Debit Card
ORD315171,"Jan 01, 2025",CUST20407,Premium,Electric Kettle,Home Appliances,West,Pune,1.0,2426.62,0.15,2062.63,Debit Card
ORD306435,2025-99-99,CUST22463,Regular,Laptop Bag,Accessories,East,Patna,8.0,1875.39,0.08,13802.87,Credit Card
ORD300269,08/03/2024,CUST20072,Regular,USB Cable,Electronics,North,Jaipur,4.0,446.4,0.03,1732.03,Debit Card
ORD324197,2023-05-21,CUST20939,Regular,Laptop Bag,Accessories,Central,Nagpur,8.0,2042.75,0.08,15034.64,Debit Card
ORD322519,15/11/2024,CUST21955,Regular,Marker Set,Stationery,West,Ahmedabad,3.0,266.62,0.05,759.87,UPI
ORD301560,2023-07-20,CUST22423,Regular,Bluetooth Speaker,Electronics,East,Kolkata,3.0,3247.49,0.03,9450.2,Credit Card
ORD307698,2024-11-15,CUST21285,New,Jeans,Fashion,West,Pune,3.0,2427.1,0.03,7062.86,UPI
ORD305839,2023-07-21,CUST24482,New,Power Bank,Electronics,West,Ahmedabad,3.0,1634.49,0.03,4756.37,Credit Card
ORD322755,2025-12-24,CUST23934,New,Jeans,Fashion,West,Surat,4.0,2020.58,0.03,7839.85,Cash
ORD306771,"May 14, 2025",CUST23406,Regular,Air Purifier,Home Appliances,North,Jaipur,6.0,10604.56,0.05,60445.99,UPI
ORD306245,21/09/2024,CUST21358,Regular,Webcam,Electronics,Central,Nagpur,1.0,2980.03,0.05,2831.03,UPI
ORD327331,2025-01-16,CUST22304,Premium,Drawer Cabinet,Furniture,West,Ahmedabad,6.0,6465.59,0.1,34914.19,UPI
ORD303531,05/06/2023,CUST20351,Regular,Webcam,Electronics,West,Pune,1.0,2752.76,0.05,2615.12,Net Banking
ORD313485,2025-02-11,CUST22040,Regular,Backpack,Accessories,West,Pune,5.0,1544.12,0.03,7488.98,Net Banking
ORD315752,"Jun 21, 2023",CUST23746,Regular,Marker Set,Stationery,South,Kochi,2.0,308.71,0.03,598.9,Credit Card
ORD323061,2025-02-14,CUST24035,Regular,Air Purifier,Home Appliances,North,Jaipur,2.0,11731.49,0.03,22759.09,Debit Card
ORD316430,2025-11-10,CUST20830,Premium,Sports Shoes,Fashion,Central,Nagpur,2.0,3144.91,0.12,5535.04,UPI
ORD324158,2024-10-20,CUST21867,Regular,Notebook Pack,Stationery,West,Nashik,1.0,287.92,0.03,279.28,UPI
ORD302576,2024-02-15,CUST23377,Regular,Air Purifier,Home Appliances,North,Delhi,7.0,9809.49,0.1,61799.79,UPI
ORD324636,2024-02-05,CUST20063,Regular,Laptop Bag,Accessories,East,Patna,2.0,2018.96,0.05,3836.02,Credit Card
ORD308965,2023-05-01,CUST22306,,Electric Kettle,Home Appliances,North,Chandigarh,2.0,2345.33,0.03,4549.94,UPI
ORD321562,2024-11-17,CUST22011,Premium,SSD 1TB,Electronics,North,Jaipur,3.0,7944.21,0.1,21449.37,Credit Card
ORD318072,2024-10-02,CUST23725,,Induction Cooktop,Home Appliances,West,Ahmedabad,6.0,3518.22,0.03,20476.04,UPI
ORD305193,25/01/2025,CUST20538,Regular,Notebook Pack,Stationery,North,Jaipur,2.0,276.17,0.03,535.77,Net Banking
ORD325549,2025-08-27,CUST23862,Regular,Hoodie,Fashion,West,Nashik,1.0,1798.63,0.03,1744.67,UPI
ORD325187,2024-03-22,CUST21943,New,Laptop Bag,Accessories,South,Hyderabad,1.0,2329.88,0.03,2259.98,Credit Card
ORD316222,2023-10-11,CUST20025,New,Induction Cooktop,Home Appliances,North,Delhi,6.0,3250.39,0.03,18917.27,Net Banking
ORD315492,23/10/2023,CUST22213,Regular,Bookshelf,Furniture,West,Pune,3.0,5260.96,0.03,15309.39,Debit Card
ORD307791,2025-12-11,CUST20927,Regular,Backpack,Accessories,East,Patna,1.0,1594.04,0.03,1546.22,UPI
ORD317073,"Oct 15, 2024",CUST23704,Regular,Vacuum Cleaner,Home Appliances,East,Kolkata,4.0,8935.24,0.03,34668.73,Net Banking
ORD308948,2025-10-10,CUST21591,VIP,Backpack,Accessories,East,Bhubaneswar,2.0,1677.97,0.17,2785.43,Credit Card
ORD311212,27/03/2025,CUST21169,Premium,Drawer Cabinet,Furniture,West,Ahmedabad,4.0,6492.97,0.1,23374.69,Debit Card
ORD321238,2025-02-27,CUST23936,Regular,Office Desk,Furniture,South,Bengaluru,4.0,10209.44,0.03,39612.63,UPI
ORD326944,03/09/2024,CUST22244,VIP,Webcam,Electronics,South,Bengaluru,6.0,2735.96,0.15,13953.4,Credit Card
ORD314851,2023-10-01,CUST20704,Regular,Sports Shoes,Fashion,South,Kochi,7.0,3433.24,0.08,22110.07,UPI
ORD319800,2024-05-11,CUST22206,VIP,Jeans,Fashion,East,Bhubaneswar,2.0,2235.33,0.17,3710.65,UPI
ORD310721,"Mar 30, 2024",CUST20955,Regular,Webcam,Electronics,North,Chandigarh,3.0,2511.89,0.03,7309.6,Cash
ORD303381,2023-11-03,CUST21758,Regular,USB Cable,Electronics,West,Pune,3.0,401.11,0.08,1107.06,UPI
ORD326793,25/09/2025,CUST22332,Premium,USB Cable,Electronics,West,Mumbai,1.0,478.19,0.15,406.46,
ORD308399,"Dec 16, 2023",CUST21789,New,Notebook Pack,Stationery,East,Patna,1.0,312.99,0.03,303.6,UPI
ORD326002,2025-06-25,CUST20510,Premium,USB Cable,Electronics,West,Nashik,7.0,465.61,0.1,2933.34,UPI
ORD327105,2024-04-03,CUST23209,Premium,Power Bank,Electronics,West,Mumbai,6.0,1831.59,0.12,9670.8,UPI
ORD314181,2023-07-29,CUST24394,Regular,Induction Cooktop,Home Appliances,East,Bhubaneswar,3.0,3368.96,0.03,9803.67,UPI
ORD300754,"Feb 27, 2025",CUST20610,Regular,Bookshelf,Furniture,North,Delhi,4.0,5768.26,0.03,22380.85,UPI
ORD317216,2025-08-20,CUST22674,New,Vacuum Cleaner,Home Appliances,South,Bengaluru,4.0,9383.96,0.03,36409.76,UPI
ORD329549,2025-04-17,CUST23452,Regular,Hoodie,Fashion,West,Mumbai,1.0,2001.33,0.03,1941.29,Net Banking
ORD308352,2024-09-23,CUST22831,New,Smart Watch,Electronics,North,Jaipur,1.0,6509.81,0.03,6314.52, Debit Card 
ORD313355,10/12/2023,CUST24407,Regular,Office Desk,Furniture,West,Pune,4.0,11172.64,0.05,42456.03,UPI
ORD304537,2023-12-02,CUST23657,Regular,Power Bank,Electronics,North,Delhi,3.0,1876.15,0.05,5347.03,Credit Card
ORD321886,14/04/2024,CUST20685,Regular,Calculator,Stationery,Central,Nagpur,3.0,655.45,0.03,1907.36,UPI
ORD310574,2024-07-21,CUST21444,Premium,Marker Set,Stationery,North,Lucknow,4.0,312.01,0.1,1123.24,Credit Card
ORD323509,2025-08-14,CUST20963,Premium,Laptop Bag,Accessories,South,Kochi,2.0,2170.17,0.1,3906.31,UPI
ORD321004,2024-04-21,CUST22353,Regular,Office Desk,Furniture,South,Chennai,2.0,10726.47,0.03,20809.35,Net Banking
ORD308715,2024-10-13,CUST22033,New,Electric Kettle,Home Appliances,East,Kolkata,2.0,2322.4,0.03,4505.46,Cash
ORD305243,21/08/2024,CUST22966,Premium,Office Chair,Furniture,West,Nashik,1.0,8179.41,0.1,7361.47,Debit Card
ORD316254,2025-06-26,CUST20498,VIP,Formal Shirt,Fashion,Central,Nagpur,7.0,1655.46,0.15,9849.99,Credit Card
ORD314158,2025-02-08,CUST24334,New,Laptop Bag,Accessories,North,Delhi,1.0,2126.78,0.05,2020.44,UPI
ORD312836,2025-03-28,CUST23298,Regular,Bluetooth Speaker,Electronics,West,Mumbai,3.0,3249.51,0.03,9456.07,
ORD309806,2023-07-08,CUST22431,New,Webcam,Electronics,South,Chennai,2.0,2978.03,0.03,5777.38,UPI
ORD307180,2023-08-14,CUST20834,Regular,Vacuum Cleaner,Home Appliances,South,Chennai,3.0,9276.67,0.03,26995.11,Debit Card
ORD304777,2025-06-06,CUST23941,Premium,Notebook Pack,Stationery,North,Jaipur,2.0,273.65,0.1,492.57,Cash
ORD318116,2025-02-25,CUST22915,Regular,Bookshelf,Furniture,South,Hyderabad,4.0,4658.59,0.03,18075.33,UPI
ORD304716,25/05/2025,CUST20663,VIP,SSD 1TB,Electronics,West,Ahmedabad,4.0,7876.27,0.15,26779.32,UPI
ORD326435,2024-03-27,CUST20858,Regular,Backpack,Accessories,East,Kolkata,5.0,1668.75,0.03,8093.44,UPI
ORD325572,2024-04-07,CUST22349,New,Laptop Bag,Accessories,North,Jaipur,2.0,1970.68,0.03,3823.12,Credit Card
ORD319879,2023-03-21,CUST23688,VIP,Sports Shoes,Fashion,West,Nashik,2.0,3498.73,0.15,5947.84,Net Banking
ORD302337,29/09/2024,CUST20808,Regular,Electric Kettle,Home Appliances,West,Pune,1.0,2430.55,0.08,2236.11,Credit Card
ORD305555,13/09/2025,CUST21631,,Formal Shirt,Fashion,West,Mumbai,6.0,1480.06,0.05,8436.34,UPI
ORD318310,2024-04-18,CUST23911,New,Jeans,Fashion,West,Pune,4.0,1954.68,0.03,7584.16,UPI
ORD320747,2024-07-20,CUST23112,Premium,Sports Shoes,Fashion,East,Bhubaneswar,4.0,2859.88,0.1,10295.57,Credit Card
ORD304120,2023-08-06,CUST21646,New,Marker Set,Stationery,North,Lucknow,5.0,270.75,0.03,1313.14,Debit Card
ORD329059,2024-12-26,CUST20457,Regular,Calculator,Stationery,South,Bengaluru,6.0,677.92,0.03,3945.49,Debit Card
ORD326045,2023-06-03,CUST20192,Regular,Formal Shirt,Fashion,South,Kochi,2.0,1522.85,0.03,2954.33,Debit Card
ORD302511,20/05/2024,CUST22638,Premium,Backpack,Accessories,Central,Nagpur,5.0,1398.05,0.1,6291.22,Credit Card
ORD313486,08/05/2023,CUST24478,Premium,Vacuum Cleaner,Home Appliances,North,Jaipur,1.0,8305.44,0.1,7474.9,UPI
ORD313800,2025-02-19,CUST20229,Regular,Formal Shirt,Fashion,West,Ahmedabad,10.0,1692.28,0.08,15568.98,Debit Card
ORD320199,2023-07-07,CUST23383,Regular,Laptop Bag,Accessories,North,Lucknow,2.0,2334.11,0.03,4528.17,
ORD329308,2025-09-26,CUST22683,Regular,Drawer Cabinet,Furniture,North,Jaipur,3.0,7108.38,0.03,20685.39,Net Banking
ORD324660,2024-02-09,CUST23003,Regular,Power Bank,Electronics,West,Nashik,3.0,1853.09,0.03,5392.49,UPI
ORD316713,2024-05-22,CUST23119,Premium,Marker Set,Stationery,South,Chennai,3.0,270.92,0.1,731.48,UPI
ORD320608,"Jan 01, 2023",CUST23872,,Laptop Bag,Accessories,East,Bhubaneswar,3.0,1871.85,0.05,,UPI
ORD303187,2025-08-28,CUST23168,New,Hoodie,Fashion,South,Chennai,7.0,1979.43,0.08,12747.53,Credit Card
ORD321299,2025-10-20,CUST21695,VIP,Induction Cooktop,Home Appliances,Central,Nagpur,3.0,2836.78,0.15,7233.79,Net Banking
ORD325081,2023-04-10,CUST21273,Regular,Office Chair,Furniture,North,Lucknow,1.0,8477.66,0.03,8223.33,UPI
ORD302124,2025-09-22,CUST21646,Regular,Bookshelf,Furniture,South,Bengaluru,2.0,5753.47,0.03,11161.73,Debit Card
ORD320726,"Aug 13, 2024",CUST22414,Regular,Formal Shirt,Fashion,North,delhi,2.0,1678.97,0.03,3257.2,UPI
ORD302230,2025-12-12,CUST21824,,Office Desk,Furniture,West,Pune,1.0,10690.39,0.03,10369.68,Debit Card
ORD327050,2024-07-11,CUST22711,Regular,Vacuum Cleaner,Home Appliances,North,Chandigarh,3.0,8638.25,0.03,25137.31,UPI
ORD323407,2025-11-23,CUST23170,New,Hoodie,Fashion,South,Kochi,4.0,1754.8,0.03,6808.62,UPI
ORD326575,2024-12-08,CUST23455,Regular,Bluetooth Speaker,Electronics,South,Hyderabad,1.0,3480.78,0.03,3376.36,Cash
ORD322293,"Feb 02, 2024",CUST23381,VIP,Laptop Bag,Accessories,Central,Nagpur,4.0,2114.08,0.17,7018.75,Credit Card
ORD320738,2024-06-12,CUST23921,Premium,Bluetooth Speaker,Electronics,East,Bhubaneswar,2.0,3266.25,0.1,5879.25,Credit Card
ORD309808,2023-12-30,CUST24336,VIP,Office Desk,Furniture,South,Bengaluru,1.0,11239.46,0.15,9553.54,Credit Card
ORD329894,2025-10-22,CUST23122,,Bluetooth Speaker,Electronics,North,Jaipur,4.0,2883.98,0.03,11189.84,Debit Card
ORD300147,unknown,CUST24058,Premium,Electric Kettle,Home Appliances,West,Surat,5.0,2083.59,0.1,9376.16,Net Banking
ORD324395,"Aug 09, 2024",CUST24168,Regular,Bookshelf,Furniture,West,Ahmedabad,2.0,5742.54,0.03,11140.53,Credit Card
ORD303754,2025-99-99,CUST22698,New,Calculator,Stationery,North,Lucknow,5.0,604.14,0.05,2869.66,Credit Card
ORD306936,2023-10-06,CUST23328,Premium,Backpack,Accessories,West,Mumbai,3.0,1334.73,0.1,3603.77,UPI
ORD313444,08/10/2023,CUST20774,Regular,Webcam,Electronics,South,Bengaluru,10.0,2584.07,0.08,23773.44,UPI
ORD311817,2025-03-31,CUST23789,Regular,Laptop Bag,Accessories,East,Patna,8.0,2020.04,0.08,14867.49,Credit Card
ORD302910,2024-02-22,CUST24300,Regular,Bluetooth Speaker,Electronics,West,Ahmedabad,1.0,3040.0,0.03,2948.8,Credit Card
ORD311670,2023-03-10,CUST23297,Regular,Induction Cooktop,Home Appliances,North,Lucknow,7.0,3265.93,0.08,21032.59,Debit Card
ORD302079,2023-08-10,CUST20229,Regular,Bluetooth Speaker,Electronics,South,Kochi,4.0,3096.05,0.03,12012.67,UPI
ORD322621,14/06/2024,CUST23559,New,Jeans,Fashion,North,Jaipur,3.0,2315.54,0.03,6738.22,Debit Card
ORD311625,2023-01-28,CUST21253,Regular,Office Chair,Furniture,South,Bengaluru,8.0,8611.7,0.08,63382.11,Debit Card
ORD310589,25/05/2024,CUST20099,Regular,Formal Shirt,Fashion,South,Hyderabad,2.0,1630.61,0.03,3163.38,Net Banking
ORD310179,2023-04-06,CUST21798,Regular,Marker Set,Stationery,South,Bengaluru,10.0,281.89,0.08,2593.39,UPI
ORD310707,2024-02-19,CUST20481,Premium,USB Cable,Electronics,East,Patna,1.0,484.31,0.1,435.88,Debit Card
ORD309954,2025-11-21,CUST21440,Premium,Marker Set,Stationery,Central,Nagpur,5.0,273.22,0.1,1229.49,Credit Card
ORD313069,2024-09-13,CUST21888,Regular,Hoodie,Fashion,North,Lucknow,7.0,1772.48,0.08,11414.77,
ORD304057,2023-10-24,CUST21624,,Calculator,Stationery,West,Nashik,2.0,654.91,0.03,1270.53,Cash
ORD305110,2024-07-13,CUST21827,Regular,Hoodie,Fashion,North,Lucknow,3.0,1784.91,0.03,5194.09,
ORD301113,"Aug 28, 2024",CUST22780,Premium,Air Purifier,Home Appliances,West,Mumbai,7.0,10296.52,0.1,64868.08,Credit Card
ORD326289,"Jan 27, 2023",CUST23740,,SSD 1TB,Electronics,East,Kolkata,3.0,6952.72,0.03,20232.42,Net Banking
ORD306743,2023-10-26,CUST21515,New,Calculator,Stationery,East,Bhubaneswar,5.0,630.38,0.03,3057.34,UPI
ORD323364,2023-02-22,CUST20334,VIP,Power Bank,Electronics,West,Ahmedabad,6.0,1871.2,0.15,9543.12,Credit Card
ORD325128,2023-12-01,CUST23740,VIP,Electric Kettle,Home Appliances,North,Delhi,5.0,2196.77,0.15,9336.27,
ORD326301,25/12/2025,CUST23456,Regular,Jeans,Fashion,North,Delhi,2.0,2335.66,0.05,4437.75,Credit Card
ORD319431,2024-07-06,CUST23783,New,Formal Shirt,Fashion,North,Jaipur,2.0,1755.79,0.03,3406.23,UPI
ORD306748,2024-01-23,CUST20923,New,Power Bank,Electronics,West,Ahmedabad,5.0,2001.84,0.03,9708.92,UPI
ORD318507,2024-02-07,CUST21030,Premium,Formal Shirt,Fashion,North,Lucknow,12.0,1589.23,0.1,17163.68,Cash
ORD323713,2025-09-07,CUST20148,VIP,Marker Set,Stationery,Central,nagpur,2.0,291.72,0.15,495.92,Credit Card
ORD301699,2025-04-02,CUST22347,New,SSD 1TB,Electronics,West,Pune,3.0,7759.32,0.03,22579.62,Debit Card
ORD328905,2023-03-18,CUST22768,New,Hoodie,Fashion,West,Nashik,4.0,1656.61,0.03,6427.65,UPI
ORD311154,2023-03-24,CUST23405,Regular,Notebook Pack,Stationery,East,Kolkata,2.0,330.25,0.03,640.68,UPI
ORD321730,2023-04-08,CUST23703,VIP,Vacuum Cleaner,Home Appliances,West,Surat,1.0,8895.46,0.15,7561.14,Credit Card
ORD304818,2024-01-04,CUST23393,Regular,Bookshelf,Furniture,West,Pune,4.0,5818.86,0.03,22577.18,Debit Card
ORD317479,2023-09-30,CUST21548,Regular,Power Bank,Electronics,East,Patna,6.0,1695.44,0.05,9664.01,UPI
ORD326799,2023-11-09,CUST23618,Premium,Jeans,Fashion,North,chandigarh,3.0,2207.62,0.1,5960.57,Debit Card
ORD316982,2023-03-07,CUST22518,Regular,Smart Watch,Electronics,West,Nashik,10.0,6333.13,0.13,55098.23,Debit Card
ORD309429,2023-08-11,CUST20127,,Induction Cooktop,Home Appliances,North,Lucknow,4.0,3562.34,0.03,13821.88,Credit Card
ORD311875,2023-05-23,CUST21201,Premium,Vacuum Cleaner,Home Appliances,North,Delhi,2.0,8485.4,0.1,15273.72,Credit Card
ORD300926,"Sep 18, 2023",CUST22716,Regular,Smart Watch,Electronics,South,Kochi,3.0,5775.6,0.03,16807.0,Credit Card
ORD310833,2025-02-28,CUST24232,Premium,Webcam,Electronics,West,Nashik,7.0,2926.3,0.1,18435.69,UPI
ORD303199,25/03/2024,CUST22459,VIP,Formal Shirt,Fashion,West,Surat,1.0,1597.7,0.17,1326.09,UPI
ORD329407,2023-08-10,CUST21740,Premium,Office Chair,Furniture,West,Ahmedabad,3.0,7708.06,0.1,20811.76,UPI
ORD312605,2025-01-26,CUST22038,Premium,SSD 1TB,Electronics,North,Delhi,3.0,6666.69,0.1,18000.06,UPI
ORD326314,2025-08-20,CUST20895,Regular,Drawer Cabinet,Furniture,West,Surat,10.0,6210.12,0.08,57133.1,UPI
ORD311506,2023-07-28,CUST22725,Regular,SSD 1TB,Electronics,West,Nashik,7.0,6468.47,0.08,41656.95,UPI
ORD310347,2025-06-23,CUST20743,Premium,SSD 1TB,Electronics,North,Delhi,2.0,7630.4,0.1,13734.72,UPI
ORD300178,2025-07-10,CUST22020,Regular,Laptop Bag,Accessories,North,Lucknow,2.0,2285.1,0.03,4433.09,Credit Card
ORD319353,unknown,CUST20154,VIP,Office Desk,Furniture,South,Chennai,3.0,11369.08,0.15,28991.15,UPI
ORD317293,2023-05-14,CUST23803,New,Vacuum Cleaner,Home Appliances,South,Bengaluru,7.0,8191.58,0.08,52753.78,UPI
ORD323573,29/01/2023,CUST20104,Regular,Vacuum Cleaner,Home Appliances,South,Kochi,2.0,9104.99,0.03,17663.68,Credit Card
ORD305733,2025-10-26,CUST23117,Premium,Electric Kettle,Home Appliances,West,Mumbai,7.0,1948.13,0.15,11591.37,Debit Card
ORD326190,06/11/2025,CUST20470,VIP,Webcam,Electronics,West,Nashik,10.0,2614.27,0.15,22221.3,UPI
ORD301111,2023-04-21,CUST21576,Regular,Sports Shoes,Fashion,North,Jaipur,10.0,2886.89,0.08,26559.39,Net Banking
ORD314096,2024-10-24,CUST23532,Regular,Office Chair,Furniture,West,Ahmedabad,2.0,7646.16,0.03,14833.55,Credit Card
ORD325046,2025-01-05,CUST24033,Regular,Formal Shirt,Fashion,North,Lucknow,1.0,1549.65,0.03,1503.16,Net Banking
ORD317157,08/08/2024,CUST20887,Regular,Office Desk,Furniture,East,Patna,3.0,10872.99,0.08,30009.45,Net Banking
ORD304359,"Sep 10, 2023",CUST20728,Regular,Bookshelf,Furniture,West,Ahmedabad,3.0,5722.9,0.03,16653.64,
ORD325688,2025-01-10,CUST22856,New,Formal Shirt,Fashion,West,Surat,2.0,1608.99,0.05,3057.08,Credit Card
ORD305347,12/07/2024,CUST21010,Premium,Webcam,Electronics,South,Chennai,1.0,2872.24,0.1,2585.02,Credit Card
ORD305072,2023-06-11,CUST21572,Regular,Office Chair,Furniture,West,Pune,8.0,7685.09,0.08,56562.26,Debit Card
ORD302181,09/10/2024,CUST23678,New,Vacuum Cleaner,Home Appliances,East,Bhubaneswar,2.0,9042.51,0.05,17180.77,Net Banking
ORD312500,05/01/2023,CUST20915,Regular,Backpack,Accessories,North,Lucknow,5.0,1543.72,0.03,7487.04,UPI
ORD313648,2023-03-21,CUST20389,Premium,Induction Cooktop,Home Appliances,West,Nashik,2.0,2882.24,0.15,,Debit Card
ORD311539,2025-06-02,CUST22957,,Office Chair,Furniture,East,Bhubaneswar,8.0,7013.53,0.08,51619.58,UPI
ORD311105,2025-03-30,CUST22385,VIP,Hoodie,Fashion,East,Kolkata,1.0,1777.11,0.17,1475.0,Credit Card
ORD301507,2025-10-05,CUST23583,Premium,Vacuum Cleaner,Home Appliances,South,Bengaluru,2.0,9115.99,0.1,16408.78,UPI
ORD314025,2025-11-16,CUST24433,New,USB Cable,Electronics,South,Bengaluru,2.0,429.49,0.03,833.21,UPI
ORD326927,2023-03-16,CUST20795,New,Jeans,Fashion,North,Lucknow,1.0,2231.47,0.05,2119.9,Cash
ORD321768,2023-01-19,CUST23098,Premium,Office Chair,Furniture,Central,Nagpur,2.0,8053.71,0.1,14496.68,Debit Card
ORD309476,2023-05-20,CUST21028,Regular,Smart Watch,Electronics,North,Delhi,3.0,6634.43,0.03,19306.19,Credit Card
ORD327086,"Jul 17, 2025",CUST23535,Regular,Hoodie,Fashion,West,Ahmedabad,2.0,1778.78,0.03,3450.83,Debit Card
ORD324125,2024-08-15,CUST23550,Regular,Jeans,Fashion,South,Chennai,3.0,2068.28,0.03,6018.69,
ORD324865,2023-08-26,CUST23712,Regular,Power Bank,Electronics,Central,Nagpur,7.0,1947.15,0.13,11858.14,Debit Card
ORD310697,03/09/2023,CUST20445,Premium,Formal Shirt,Fashion,South,Kochi,3.0,1410.28,0.1,3807.76,
ORD311371,2024-03-28,CUST21391,VIP,Backpack,Accessories,West,Surat,2.0,1380.28,0.15,2346.48,UPI
ORD327398,2024-10-08,CUST21223,,Marker Set,Stationery,North,Delhi,1.0,253.47,0.03,245.87,UPI
ORD308517,03/10/2023,CUST22533,Premium,SSD 1TB,Electronics,North,Chandigarh,3.0,7542.25,0.1,20364.08,Debit Card
ORD315662,2023-05-02,CUST22325,Regular,Induction Cooktop,Home Appliances,South,Hyderabad,3.0,3357.83,0.03,9771.29,Credit Card
ORD303319,"Jun 14, 2023",CUST23456,VIP,Smart Watch,Electronics,South,Chennai,4.0,6091.58,0.15,20711.37,UPI
ORD303445,2024-11-14,CUST22797,Regular,Hoodie,Fashion,East,Kolkata,8.0,1624.57,0.08,11956.84,Debit Card
ORD313471,2025-08-10,CUST20117,Regular,Marker Set,Stationery,North,Lucknow,5.0,312.6,0.05,1484.85,Credit Card
ORD304481,2023-05-17,CUST22080,New,Drawer Cabinet,Furniture,West,Nashik,3.0,7141.68,0.03,20782.29,UPI
ORD323142,2023-05-06,CUST23427,VIP,Vacuum Cleaner,Home Appliances,West,Mumbai,6.0,8287.02,0.15,42263.8,Credit Card
ORD322431,2023-06-02,CUST21078,Regular,Air Purifier,Home Appliances,South,Hyderabad,2.0,11243.99,0.03,21813.34,UPI
ORD309323,2023-05-30,CUST23764,New,Vacuum Cleaner,Home Appliances,North,Jaipur,6.0,8347.52,0.05,47580.86,UPI
ORD320829,2024-03-14,CUST22460,Premium,Vacuum Cleaner,Home Appliances,West,Mumbai,10.0,9465.71,0.12,83298.25,Credit Card
ORD301446,2023-09-30,CUST22010,Regular,Induction Cooktop,Home Appliances,South,Chennai,1.0,3255.85,0.05,3093.06,Debit Card
ORD302295,2024-07-23,CUST24263,Regular,Vacuum Cleaner,Home Appliances,South,Hyderabad,3.0,8661.02,0.03,25203.57,Cash
ORD310976,2023-11-13,CUST21889,Regular,Vacuum Cleaner,Home Appliances,West,Nashik,2.0,8440.84,0.03,16375.23,UPI
ORD309396,2024-12-31,CUST23455,Regular,SSD 1TB,Electronics,West,Ahmedabad,2.0,6383.57,0.03,12384.13,Net Banking
