Order ID,Order Date,Customer ID,Customer Type,Product,Category,Region,City,Quantity,Price Each,Discount,Sales,Payment Mode
ORD101822,2025-02-19,CUST10390,Regular,Mouse,Electronics,South,Chennai,2,682.51,0.08,1255.82,Net Banking
ORD120371,2024-11-12,CUST10732,Premium,Monitor,Electronics,South,Bengaluru,8,10886.14,0.1,78380.21,UPI
ORD124501,2024-12-29,CUST11017,New,T-Shirt,Fashion,South,Kochi,3,835.94,0.03,2432.59,Debit Card
ORD114441,2025-06-22,CUST10312,Premium,Monitor,Electronics,Central,Nagpur,1,10901.38,0.1,9811.24,Credit Card
ORD100536,2025-01-28,CUST12561,Regular,Office Chair,Furniture,South,Bengaluru,6,9222.39,0.08,50907.59,UPI
ORD107502,2025-12-25,CUST11977,Premium,Blender,Home Appliances,South,Bengaluru,5,3298.78,0.1,14844.51,UPI
ORD101336,2025-07-29,CUST10977,Regular,Printer,Electronics,East,Bhubaneswar,5,10246.07,0.05,48668.83,UPI
ORD109688,2024-12-15,CUST10122,Premium,Air Fryer,Home Appliances,North,Lucknow,8,6500.89,0.1,46806.41,Cash
ORD104730,2025-11-12,CUST12549,New,Bookshelf,Furniture,West,Nashik,10,6890.69,0.08,63394.35,Credit Card
ORD114355,2025-11-24,CUST12205,Regular,T-Shirt,Fashion,South,Kochi,7,881.0,0.08,5673.64,Credit Card
ORD100323,2024-12-30,CUST12037,Regular,Jeans,Fashion,Central,Nagpur,4,1819.11,0.03,7058.15,Credit Card
ORD123700,2025-08-16,CUST11330,Regular,Tablet,Electronics,North,Lucknow,2,17814.44,0.03,34560.01,UPI
ORD118732,2025-04-09,CUST10887,Premium,Mixer Grinder,Home Appliances,West,Nashik,1,3575.48,0.1,3217.93,UPI
ORD109163,2025-10-04,CUST10854,Regular,Office Chair,Furniture,West,Pune,5,8702.96,0.03,42209.36,Credit Card
ORD107870,2025-11-11,CUST10344,New,T-Shirt,Fashion,North,Chandigarh,3,933.82,0.03,2717.42,UPI
ORD102528,2024-08-19,CUST10482,Premium,Mouse,Electronics,East,Kolkata,1,764.67,0.12,672.91,Credit Card
ORD121397,2025-08-22,CUST11901,New,Keyboard,Electronics,North,Jaipur,2,1444.46,0.05,2744.47,Debit Card
ORD122327,2025-03-22,CUST11552,Premium,Jacket,Fashion,East,Bhubaneswar,4,3324.75,0.1,11969.1,UPI
ORD119406,2025-01-10,CUST10059,New,Coffee Maker,Home Appliances,South,Hyderabad,3,4535.54,0.08,12518.09,UPI
ORD115490,2024-12-22,CUST11354,Regular,Desk,Furniture,East,Kolkata,2,12679.97,0.03,24599.14,Credit Card
ORD119957,2024-02-29,CUST10601,Regular,Pen Set,Stationery,West,Pune,2,195.1,0.03,378.49,UPI
ORD115130,2025-02-23,CUST11455,Regular,Desk,Furniture,West,Mumbai,5,12813.84,0.03,62147.12,Debit Card
ORD123853,2024-02-03,CUST11161,Premium,Mouse,Electronics,North,Lucknow,6,642.61,0.12,3392.98,Credit Card
ORD103711,2024-10-19,CUST10744,Premium,Printer,Electronics,Central,Nagpur,7,9991.66,0.15,59450.38,Debit Card
ORD120073,2025-08-09,CUST10859,Regular,Tablet,Electronics,East,Patna,5,18761.1,0.03,90991.34,UPI
ORD118524,2024-01-26,CUST11311,Premium,Blender,Home Appliances,North,Lucknow,3,3191.79,0.1,8617.83,UPI
ORD123645,2025-05-09,CUST11058,Regular,Monitor,Electronics,East,Patna,7,12134.38,0.08,78145.41,Credit Card
ORD121257,2025-08-01,CUST11752,Regular,Smartphone,Electronics,West,Mumbai,3,22438.5,0.05,63949.72,UPI
ORD117767,2024-03-18,CUST10051,Premium,Shoes,Fashion,South,Kochi,1,2856.8,0.1,2571.12,Credit Card
ORD113344,2024-04-15,CUST10981,New,Air Fryer,Home Appliances,South,Hyderabad,6,6188.82,0.1,33419.63,Debit Card
ORD123016,2025-01-25,CUST11642,New,Smartphone,Electronics,West,Aurangabad,2,20333.04,0.05,38632.78,UPI
ORD118127,2024-10-29,CUST10216,Regular,Air Fryer,Home Appliances,West,Pune,4,6912.66,0.05,26268.11,UPI
ORD103673,2025-09-24,CUST11859,New,Coffee Maker,Home Appliances,South,Bengaluru,3,4124.4,0.05,11754.54,Credit Card
ORD120380,2025-02-22,CUST12479,Premium,Bookshelf,Furniture,Central,Nagpur,1,6492.47,0.1,5843.22,Debit Card
ORD117734,2024-07-15,CUST12761,New,Blender,Home Appliances,South,Kochi,8,2997.53,0.08,22061.82,UPI
ORD101346,2024-01-11,CUST12666,Regular,Desk,Furniture,North,Chandigarh,4,11846.54,0.05,45016.85,UPI
ORD103694,2025-12-29,CUST12406,New,Blender,Home Appliances,West,Pune,5,2996.9,0.05,14235.28,UPI
ORD109946,2025-08-05,CUST10916,Premium,Mouse,Electronics,East,Kolkata,2,639.79,0.12,1126.03,Debit Card
ORD120253,2024-09-07,CUST10561,Regular,Coffee Maker,Home Appliances,North,Chandigarh,2,4207.64,0.03,8162.82,Cash
ORD108858,2025-02-06,CUST12191,New,Jacket,Fashion,West,Aurangabad,3,3742.77,0.03,10891.46,UPI
ORD124068,2024-04-05,CUST12298,Regular,Tablet,Electronics,East,Patna,1,18030.83,0.03,17489.91,UPI
ORD119696,2025-07-09,CUST12306,New,Headphones,Electronics,West,Pune,3,1861.12,0.03,5415.86,Cash
ORD101087,2024-06-05,CUST10014,Regular,Monitor,Electronics,South,Chennai,7,12118.53,0.08,78043.33,Credit Card
ORD117227,2024-01-22,CUST11866,Regular,Backpack,Accessories,South,Hyderabad,2,1572.79,0.03,3051.21,Cash
ORD104667,2025-07-10,CUST10595,New,T-Shirt,Fashion,West,Nashik,1,893.51,0.03,866.7,Debit Card
ORD124967,2024-07-26,CUST10768,Regular,Desk,Furniture,South,Chennai,4,11492.48,0.03,44590.82,Credit Card
ORD105572,2024-08-01,CUST11897,Regular,Keyboard,Electronics,West,Aurangabad,1,1399.15,0.03,1357.18,Credit Card
ORD106689,2025-06-13,CUST11873,Regular,Air Fryer,Home Appliances,West,Pune,3,7106.63,0.03,20680.29,UPI
ORD116207,2025-12-10,CUST12048,Regular,Headphones,Electronics,West,Aurangabad,4,1632.8,0.03,6335.26,Debit Card
ORD113593,2024-07-06,CUST10314,Premium,Headphones,Electronics,West,Pune,1,1673.88,0.1,1506.49,Credit Card
ORD101972,2025-10-03,CUST11244,Premium,Printer,Electronics,Central,Nagpur,1,8771.51,0.1,7894.36,UPI
ORD120586,2024-07-02,CUST12258,Regular,Water Bottle,Accessories,East,Kolkata,4,602.14,0.05,2288.13,UPI
ORD124385,2024-01-21,CUST12726,New,Backpack,Accessories,West,Pune,4,1748.07,0.03,6782.51,Debit Card
ORD116059,2024-05-11,CUST11586,Regular,Mouse,Electronics,North,Delhi,2,728.82,0.03,1413.91,UPI
ORD110461,2024-03-03,CUST12997,Premium,Coffee Maker,Home Appliances,North,Chandigarh,3,3854.64,0.1,10407.53,UPI
ORD108165,2024-12-01,CUST11543,Regular,Coffee Maker,Home Appliances,South,Kochi,10,4490.24,0.1,40412.16,Credit Card
ORD108965,2024-04-30,CUST10558,Regular,Shoes,Fashion,South,Hyderabad,6,2748.85,0.08,15173.65,Debit Card
ORD103690,2025-02-04,CUST10122,Regular,Pen Set,Stationery,South,Kochi,2,165.55,0.03,321.17,UPI
ORD109272,2024-12-28,CUST11706,New,Mouse,Electronics,North,Lucknow,2,649.04,0.05,1233.18,Credit Card
ORD102981,2025-06-16,CUST12679,Regular,Headphones,Electronics,South,Chennai,1,1970.18,0.05,1871.67,Debit Card
ORD103100,2024-10-01,CUST10769,New,Desk Lamp,Home Appliances,East,Kolkata,3,1078.58,0.03,3138.67,UPI
ORD120397,2024-08-10,CUST10944,Regular,Smartphone,Electronics,East,Patna,1,22219.78,0.08,20442.2,UPI
ORD119473,2024-04-30,CUST11533,Regular,T-Shirt,Fashion,East,Patna,3,861.14,0.03,2505.92,Credit Card
ORD106909,2025-05-08,CUST10323,Premium,Backpack,Accessories,East,Bhubaneswar,2,1473.01,0.12,2592.5,Net Banking
ORD108019,2025-01-07,CUST12345,New,Air Fryer,Home Appliances,West,Aurangabad,1,5874.77,0.03,5698.53,Cash
ORD111852,2025-10-07,CUST11937,Regular,Smartphone,Electronics,West,Aurangabad,3,21055.29,0.03,61270.89,Net Banking
ORD120042,2025-09-15,CUST11862,Regular,Keyboard,Electronics,South,Hyderabad,1,1517.0,0.05,1441.15,Debit Card
ORD117555,2025-12-30,CUST10550,Regular,Laptop,Electronics,North,Chandigarh,2,50925.04,0.03,98794.58,Debit Card
ORD106210,2024-05-13,CUST10762,Premium,Coffee Maker,Home Appliances,West,Mumbai,8,4385.63,0.15,29822.28,Debit Card
ORD102171,2025-09-24,CUST10314,Regular,Water Bottle,Accessories,North,Delhi,3,646.82,0.03,1882.25,Credit Card
ORD103502,2025-11-21,CUST12190,New,Monitor,Electronics,Central,Nagpur,3,11013.31,0.03,32048.73,Credit Card
ORD116454,2024-07-29,CUST10947,Premium,Shoes,Fashion,Central,Nagpur,2,2855.62,0.1,5140.12,Cash
ORD109948,2024-02-26,CUST10506,New,Backpack,Accessories,South,Bengaluru,3,1718.21,0.08,4742.26,Credit Card
ORD118295,2025-09-26,CUST10218,Regular,Mouse,Electronics,North,Chandigarh,6,651.48,0.08,3596.17,Debit Card
ORD105001,2024-12-03,CUST11841,Premium,Mouse,Electronics,West,Nashik,2,752.17,0.1,1353.91,Credit Card
ORD108815,2024-08-24,CUST10624,Premium,Backpack,Accessories,Central,Nagpur,6,1745.55,0.1,9425.97,Debit Card
ORD110705,2024-03-25,CUST12691,Regular,Smartphone,Electronics,East,Patna,2,21516.93,0.03,41742.84,Debit Card
ORD115142,2025-11-20,CUST10975,Premium,Tablet,Electronics,North,Chandigarh,2,17133.21,0.15,29126.46,Debit Card
ORD121905,2025-05-11,CUST12040,New,Desk Lamp,Home Appliances,North,Delhi,1,1038.98,0.05,987.03,UPI
ORD103594,2024-12-23,CUST11363,Regular,Jeans,Fashion,North,Chandigarh,7,1907.72,0.13,11618.01,UPI
ORD123590,2025-03-16,CUST12804,Regular,Desk Lamp,Home Appliances,South,Hyderabad,7,1027.0,0.08,6613.88,Debit Card
ORD119542,2024-01-17,CUST12577,Regular,Printer,Electronics,North,Jaipur,4,8922.02,0.03,34617.44,Credit Card
ORD104115,2025-12-02,CUST12524,Premium,Coffee Maker,Home Appliances,South,Hyderabad,4,4017.1,0.12,14140.19,Credit Card
ORD118447,2024-01-19,CUST11596,Regular,Backpack,Accessories,North,Chandigarh,2,1754.61,0.03,3403.94,UPI
ORD121711,2025-04-21,CUST10750,Regular,Monitor,Electronics,South,Chennai,3,12290.66,0.05,35028.38,Credit Card
ORD117318,2025-06-17,CUST11662,Regular,Headphones,Electronics,South,Hyderabad,1,1657.44,0.03,1607.72,Credit Card
ORD114798,2025-12-22,CUST12222,Premium,Desk Lamp,Home Appliances,Central,Nagpur,8,1126.66,0.1,8111.95,Credit Card
ORD107315,2025-10-24,CUST12487,New,Smartphone,Electronics,North,Jaipur,2,21143.48,0.08,38904.0,UPI
ORD105671,2025-08-11,CUST10325,Regular,Printer,Electronics,North,Chandigarh,3,9054.18,0.03,26347.66,Credit Card
ORD113172,2025-03-06,CUST11913,New,Notebook,Stationery,North,Lucknow,2,110.31,0.03,214.0,Net Banking
ORD121943,2024-11-25,CUST12061,Premium,T-Shirt,Fashion,North,Delhi,6,812.82,0.1,4389.23,UPI
ORD112105,2024-02-26,CUST12782,Premium,Notebook,Stationery,East,Patna,1,128.33,0.1,115.5,UPI
ORD116804,2025-12-27,CUST11470,Regular,Air Fryer,Home Appliances,North,Jaipur,6,6280.58,0.08,34668.8,UPI
ORD123979,2024-08-30,CUST12252,Regular,Jacket,Fashion,Central,Nagpur,4,3817.16,0.03,14810.58,UPI
ORD105711,2024-12-13,CUST12782,Regular,Keyboard,Electronics,North,Jaipur,6,1267.08,0.13,6614.16,Debit Card
ORD121142,2024-12-04,CUST12831,Regular,Bookshelf,Furniture,South,Chennai,4,6402.51,0.05,24329.54,Cash
ORD110341,2025-01-31,CUST12249,Regular,Keyboard,Electronics,South,Chennai,4,1317.91,0.03,5113.49,Credit Card
ORD119544,2025-06-27,CUST12799,Premium,Printer,Electronics,South,Hyderabad,1,10187.08,0.12,8964.63,Cash
ORD119985,2024-01-24,CUST12605,Premium,Desk Lamp,Home Appliances,South,Bengaluru,2,1106.39,0.12,1947.25,Debit Card
ORD122588,2025-08-22,CUST11209,New,Air Fryer,Home Appliances,West,Nashik,1,6803.46,0.03,6599.36,UPI
ORD118374,2024-07-23,CUST11206,Regular,Laptop,Electronics,East,Kolkata,10,49972.5,0.13,434760.75,Debit Card
ORD108540,2024-10-17,CUST10346,New,Headphones,Electronics,North,Delhi,2,1714.91,0.03,3326.93,UPI
ORD120096,2025-07-28,CUST12911,Regular,Backpack,Accessories,South,Chennai,7,1566.3,0.08,10086.97,Credit Card
ORD106730,2025-12-08,CUST12840,New,Backpack,Accessories,South,Bengaluru,5,1623.7,0.03,7874.94,Credit Card
ORD108364,2024-04-26,CUST11775,New,Desk Lamp,Home Appliances,West,Aurangabad,6,1104.49,0.1,5964.25,Credit Card
ORD102635,2025-12-01,CUST10970,Premium,Desk,Furniture,North,Chandigarh,3,12676.89,0.1,34227.6,UPI
ORD101747,2025-11-23,CUST11756,Regular,Jacket,Fashion,South,Chennai,1,3387.45,0.03,3285.83,UPI
ORD113010,2025-08-03,CUST12276,Premium,Keyboard,Electronics,North,Lucknow,1,1343.44,0.1,1209.1,Net Banking
ORD100423,2024-12-15,CUST10743,Regular,Jeans,Fashion,West,Nashik,2,1674.8,0.03,3249.11,Net Banking
ORD106061,2025-10-31,CUST10651,Regular,Bookshelf,Furniture,South,Bengaluru,2,6257.78,0.05,11889.78,UPI
ORD108341,2025-02-16,CUST10846,Premium,Jacket,Fashion,South,Hyderabad,3,3243.33,0.1,8756.99,Debit Card
ORD116330,2024-05-30,CUST10472,Regular,Air Fryer,Home Appliances,West,Mumbai,1,6915.59,0.05,6569.81,Credit Card
ORD101246,2025-03-27,CUST12401,Premium,Mixer Grinder,Home Appliances,South,Chennai,6,3476.25,0.1,18771.75,Debit Card
ORD108829,2025-03-16,CUST10029,Regular,Water Bottle,Accessories,North,Lucknow,3,639.45,0.08,1764.88,UPI
ORD117583,2024-09-18,CUST10801,Regular,Mixer Grinder,Home Appliances,South,Kochi,7,3689.56,0.08,23760.77,Debit Card
ORD121963,2025-12-30,CUST12844,Premium,Shoes,Fashion,West,Pune,1,3018.76,0.1,2716.88,Cash
ORD123342,2025-12-31,CUST11579,Regular,Keyboard,Electronics,South,Hyderabad,2,1444.17,0.03,2801.69,Cash
ORD106014,2024-11-25,CUST11663,Regular,Mixer Grinder,Home Appliances,East,Bhubaneswar,2,4152.72,0.03,8056.28,Credit Card
ORD124719,2024-09-13,CUST10556,Regular,Water Bottle,Accessories,East,Bhubaneswar,2,710.89,0.03,1379.13,Cash
ORD108868,2025-09-11,CUST11015,New,Tablet,Electronics,Central,Nagpur,3,17502.86,0.05,49883.15,Cash
ORD120497,2024-04-14,CUST10413,Regular,Desk Lamp,Home Appliances,East,Bhubaneswar,7,1032.75,0.1,6506.32,Net Banking
ORD114145,2024-06-09,CUST10391,Regular,Office Chair,Furniture,South,Bengaluru,5,8468.22,0.03,41070.87,UPI
ORD108023,2024-09-05,CUST11370,Regular,Jacket,Fashion,West,Mumbai,4,3839.27,0.03,14896.37,Credit Card
ORD107799,2024-12-18,CUST10069,Regular,Mouse,Electronics,East,Kolkata,3,768.27,0.03,2235.67,Credit Card
ORD111548,2024-12-07,CUST12383,Regular,Shoes,Fashion,West,Pune,3,3035.98,0.03,8834.7,Debit Card
ORD107811,2024-07-02,CUST11432,New,Pen Set,Stationery,West,Nashik,1,164.29,0.03,159.36,UPI
ORD122133,2024-08-06,CUST12277,Regular,Keyboard,Electronics,South,Kochi,1,1435.65,0.03,1392.58,Net Banking
ORD103901,2025-07-27,CUST10974,Regular,Jeans,Fashion,South,Chennai,3,1906.77,0.05,5434.29,Net Banking
ORD101598,2024-09-18,CUST12553,Regular,Blender,Home Appliances,East,Patna,6,3003.06,0.08,16576.89,Credit Card
ORD116040,2024-06-02,CUST10851,Regular,Jacket,Fashion,West,Nashik,6,3228.98,0.1,17436.49,Credit Card
ORD106419,2024-05-22,CUST10954,Regular,Pen Set,Stationery,North,Jaipur,10,166.5,0.08,1531.8,Cash
ORD122609,2025-05-14,CUST10150,New,Coffee Maker,Home Appliances,South,Chennai,3,4231.01,0.03,12312.24,UPI
ORD110468,2024-11-17,CUST10696,Regular,Desk Lamp,Home Appliances,West,Nashik,8,1032.75,0.08,7601.04,UPI
ORD103226,2025-08-24,CUST10666,New,Keyboard,Electronics,East,Bhubaneswar,3,1395.69,0.08,3852.1,Debit Card
ORD120481,2024-12-08,CUST10369,New,Desk Lamp,Home Appliances,South,Chennai,1,1137.5,0.08,1046.5,UPI
ORD119327,2024-06-30,CUST12050,Premium,Desk Lamp,Home Appliances,West,Pune,3,1080.1,0.1,2916.27,Debit Card
ORD117238,2024-10-27,CUST12790,Regular,Office Chair,Furniture,South,Bengaluru,1,8385.06,0.08,7714.26,Credit Card
ORD118325,2024-07-19,CUST12127,Premium,Pen Set,Stationery,West,Aurangabad,3,169.07,0.1,456.49,Net Banking
ORD122073,2025-03-20,CUST10522,New,Laptop,Electronics,East,Patna,6,56455.55,0.08,311634.64,Net Banking
ORD109647,2024-05-12,CUST12268,Regular,Mixer Grinder,Home Appliances,North,Jaipur,4,3639.96,0.03,14123.04,Credit Card
ORD105332,2025-10-24,CUST11810,Regular,Jeans,Fashion,South,Hyderabad,2,1760.94,0.03,3416.22,Credit Card
ORD112530,2024-05-12,CUST11565,Regular,Desk Lamp,Home Appliances,West,Pune,5,994.24,0.03,4822.06,Credit Card
ORD115426,2025-06-12,CUST11672,Regular,Laptop,Electronics,West,Aurangabad,3,55297.13,0.03,160914.65,Net Banking
ORD112681,2024-05-13,CUST10895,Premium,Jacket,Fashion,East,Patna,1,3318.43,0.12,2920.22,UPI
ORD104705,2025-03-04,CUST11350,Regular,Notebook,Stationery,East,Kolkata,3,127.05,0.08,350.66,Debit Card
ORD105160,2025-04-11,CUST12407,Regular,Office Chair,Furniture,West,Nashik,5,8761.83,0.03,42494.88,Debit Card
ORD123256,2024-07-21,CUST11563,Regular,Monitor,Electronics,North,Delhi,1,13043.85,0.03,12652.53,Credit Card
ORD114359,2024-10-02,CUST11559,Premium,Pen Set,Stationery,South,Hyderabad,1,187.48,0.1,168.73,Credit Card
ORD123705,2025-01-13,CUST12845,Regular,Smartphone,Electronics,South,Kochi,4,20434.71,0.03,79286.67,Cash
ORD111265,2024-05-21,CUST12182,Premium,Water Bottle,Accessories,East,Bhubaneswar,2,658.29,0.12,1158.59,Net Banking
ORD107473,2024-01-19,CUST10635,Regular,Laptop,Electronics,South,Bengaluru,5,50017.25,0.03,242583.66,Debit Card
ORD108570,2025-01-18,CUST10014,Regular,Smartphone,Electronics,West,Pune,3,21968.69,0.03,63928.89,Debit Card
ORD111117,2024-11-12,CUST10743,New,T-Shirt,Fashion,East,Kolkata,3,837.7,0.03,2437.71,UPI
ORD118240,2024-04-29,CUST11712,New,Notebook,Stationery,West,Mumbai,8,120.33,0.08,885.63,Debit Card
ORD104871,2025-07-15,CUST12177,Regular,Shoes,Fashion,East,Bhubaneswar,1,2854.19,0.08,2625.85,UPI
ORD102898,2025-07-24,CUST12604,Premium,Keyboard,Electronics,West,Nashik,2,1335.09,0.15,2269.65,Credit Card
